subject,age,gender,ntrial,memory_ori,test_ori,cue,type,trial_type,which_change,pas,pas_rt,vis,test_key,test_acc,test,test_rt,contrast,fix_dur,cue_dur,jitter_dur,target_dur,mask_dur,retention_dur,trial_dur
3,22,female,1,45,45,left,same,valid,clock,2,2.0882321433618927,1,f,0,change,1.4273123118891817,0.5,0,0,0,0.38748880632465443,0,0,6.529328713028917
3,22,female,2,75,75,left,same,valid,clock,1,1.4653865249956652,0,f,0,change,2.2458522460483437,0.4069419370673367,0,0,0,0.3874041321014374,0,0,6.601178960251673
3,22,female,3,165,165,left,same,valid,clock,1,1.7614560374004213,0,f,0,change,1.6711307729210603,0.5274438292530478,0,0,0,0.38748495749587164,0,0,6.4570422652659545
3,22,female,4,75,25,left,change,valid,anti,1,1.2653484857428339,0,f,1,change,1.8960819569492742,0.6141825392808453,0,0,0,0.38751157855858764,0,0,6.397097406146713
3,22,female,5,105,105,left,same,catch,anti,2,1.7214987850529724,1,f,0,change,1.1291496783660477,0,0,0,0,0.3874727695401816,0,0,7.702786102650862
3,22,female,6,45,45,right,same,valid,clock,1,1.4561519029894043,0,f,0,change,2.7509150589257843,0.6864212281374446,0,0,0,0.3875093334090707,0,0,7.084287094366118
3,22,female,7,15,15,right,same,valid,anti,1,1.2574503693595034,0,f,0,change,1.81760980065701,0.7548501292694276,0,0,0,0.3874698829185945,0,0,5.96071949996076
3,22,female,8,15,125,left,same,catch,anti,1,2.56930873760939,0,f,0,change,2.1340335207287353,0,0,0,0,0.38740573578070325,0,0,9.480378352650405
3,22,female,9,135,85,left,change,valid,anti,1,1.5044130023679827,0,f,1,change,2.547732847696352,0.8149979570217469,0,0,0,0.3874002832735641,0,0,7.226396739785741
3,22,female,10,105,55,left,change,valid,anti,1,1.5053421736647579,0,f,1,change,3.3811212406562845,0.8711748696311536,0,0,0,0.38745929864035134,0,0,8.065228017417212
3,22,female,11,105,155,left,change,valid,clock,2,1.2414982590471482,1,f,1,change,1.03459551380638,0.9254270495669861,0,0,0,0.38747725984012504,0,0,5.727840050393752
3,22,female,12,75,125,right,change,valid,clock,1,1.4893326516630623,0,f,1,change,3.632143425303184,0.9057337219694201,0,0,0,0.3874702036546296,0,0,8.576519196672962
3,22,female,13,15,65,left,change,valid,clock,1,2.3373206125279467,0,f,1,change,3.96042474386104,0.9488085011899163,0,0,0,0.387493938094849,0,0,9.603619117387098
3,22,female,14,15,15,left,same,valid,clock,2,1.4012467637767259,1,f,0,change,5.7699933800149665,0.9889417996518639,0,0,0,0.38746186452590337,0,0,10.127196077273766
3,22,female,15,165,165,right,same,valid,clock,2,1.2654174439157941,1,f,0,change,1.4357861488369963,0.9744128050090293,0,0,0,0.38755616081925837,0,0,6.03429466372836
