subject,age,gender,ntrial,memory_ori,test_ori,cue,type,trial_type,which_change,pas,pas_rt,vis,test_key,test_acc,test,test_rt,contrast,fix_dur,cue_dur,jitter_dur,target_dur,mask_dur,retention_dur,trial_dur
18,23,female,1,15,325,left,change,valid,anti,2,1.0883735505103687,1,f,0,same,0.9727393032699183,0.5,0,0,0,0.3874791440939589,0,0,4.944374310015519
18,23,female,2,75,25,left,change,valid,anti,2,0.9373912301607561,1,f,0,same,0.9366548186526416,0.4069419370673367,0,0,0,0.387445146002392,0,0,4.783894654665346
18,23,female,3,45,45,right,same,valid,clock,1,0.8253575733324396,0,f,1,same,1.1741321345480173,0.3461892688284379,0,0,0,0.3873819608688791,0,0,5.088723474271319
18,23,female,4,15,65,left,change,valid,clock,1,1.3134159037936115,0,f,0,same,1.3568218455066017,0.4454881356006881,0,0,0,0.3873967147574149,0,0,6.026221189022181
18,23,female,5,165,215,left,change,valid,clock,1,0.6654327925070902,0,j,1,change,1.5033850553372758,0.5153337022544097,0,0,0,0.38738388528872747,0,0,5.427351850104969
18,23,female,6,135,135,right,same,valid,clock,1,1.0734368414869095,0,f,1,same,1.1769337697915034,0.5757778128929544,0,0,0,0.3874409764257507,0,0,5.404501604004508
18,23,female,7,45,45,left,same,catch,clock,1,1.369362330498916,0,f,1,same,1.36424080656343,0,0,0,0,0.38739126223390485,0,0,7.577769673830517
18,23,female,8,165,325,right,change,catch,clock,1,0.8723695579801642,0,j,1,change,1.1055775474032998,0,0,0,0,0.38740088433496567,0,0,6.314406980257445
18,23,female,9,45,95,right,change,valid,clock,2,2.047806449501877,1,f,0,same,0.9901334970372773,0.6311936474553376,0,0,0,0.387421411485775,0,0,6.759904831000313
18,23,female,10,165,165,left,same,valid,anti,2,1.457403277031517,1,f,1,same,1.1876033974995153,0.6112417806147936,0,0,0,0.38743167506072496,0,0,5.2756966241177
18,23,female,11,75,125,right,change,valid,clock,2,1.2734286947743385,1,f,0,same,1.8241294724330146,0.5951778159274247,0,0,0,0.3874031294926681,0,0,6.577104465874072
18,23,female,12,15,155,right,same,catch,anti,2,2.7534291566353204,1,f,1,same,1.4587667288251396,0,0,0,0,0.38750287861239485,0,0,9.137444023423996
18,23,female,13,135,85,right,change,valid,anti,2,1.256444081797781,1,j,1,change,1.2498676961031379,0.5821431359954561,0,0,0,0.38742205295875465,0,0,6.025822834017163
18,23,female,14,15,75,left,change,catch,anti,2,1.041424750996157,1,f,0,same,1.3521477492940903,0,0,0,0,0.3874467496862053,0,0,7.421993943207781
18,23,female,15,45,45,left,same,valid,clock,1,0.8081670473811755,0,f,1,same,2.2177529698619765,0.5703051835211407,0,0,0,0.3874759367281513,0,0,5.871938808565574
18,23,female,16,105,15,right,change,catch,clock,1,1.1050900275895401,0,f,0,same,2.319830958919738,0,0,0,0,0.3874072990693094,0,0,7.592957198968179
18,23,female,17,105,105,right,same,valid,clock,3,2.0084084338368484,1,f,1,same,1.1006253724553972,0.5974341951784733,0,0,0,0.3874791440948684,0,0,5.998218628260474
18,23,female,18,105,105,right,same,valid,anti,3,1.153456483404625,1,f,1,same,1.1855506824958866,0.5879786307376005,0,0,0,0.38741563822441094,0,0,5.429816711794047
18,23,female,19,45,45,left,same,valid,anti,2,1.0013573577962234,1,j,0,change,1.3561598449177836,0.5794384388974229,0,0,0,0.38746150357565057,0,0,5.919721523550834
18,23,female,20,105,155,right,change,valid,clock,2,0.8974133225055994,1,f,0,same,1.539025319598295,0.5715963254520054,0,0,0,0.3874631072585544,0,0,5.87094773210265
18,23,female,21,165,115,left,change,valid,anti,3,0.9693654737184261,1,f,0,same,1.8148556909281979,0.5642578944169339,0,0,0,0.38743808979506866,0,0,6.099885112106676
18,23,female,22,15,325,right,change,valid,anti,2,0.8254047216296385,1,j,1,change,1.2823955312387625,0.5573099499808919,0,0,0,0.3874121101207493,0,0,5.183007240310872
18,23,female,23,45,355,left,change,valid,anti,2,1.2413922282930798,1,f,0,same,1.4065735632111682,0.5511177736580458,0,0,0,0.3874733708335043,0,0,5.922140199151727
18,23,female,24,45,355,right,change,valid,anti,2,1.9451293242527754,1,f,0,same,0.6366967068679514,0.5451184280806167,0,0,0,0.3874101856999914,0,0,6.089310101730916
18,23,female,25,105,55,left,change,valid,anti,1,1.4413969110491962,0,f,0,same,2.330494171893406,0.5396581673957861,0,0,0,0.38738324381574785,0,0,6.635558412251157
18,23,female,26,165,115,right,change,valid,anti,2,0.5534219079854665,1,f,0,same,1.433691532101875,0.5540740031754491,0,0,0,0.38743327874362876,0,0,4.940736193407247
18,23,female,27,75,75,right,same,valid,clock,3,0.5774428431132037,1,f,1,same,0.9620218857908185,0.5489139623663561,0,0,0,0.3874967846140862,0,0,4.481834434422126
18,23,female,28,165,115,left,change,catch,clock,1,0.6974028664881189,0,j,1,change,1.4546722038649023,0,0,0,0,0.38744129716178577,0,0,6.735291815889468
18,23,female,29,75,75,right,same,valid,anti,2,1.4805117161913586,1,f,1,same,1.1559803606496644,0.5441975442352976,0,0,0,0.38744225937261945,0,0,6.087249047572186
18,23,female,30,75,25,right,change,valid,anti,1,1.0414144874202975,0,f,0,same,0.8729193007175127,0.5395022789250847,0,0,0,0.3873947903375665,0,0,5.392979778833251
18,23,female,31,45,355,right,same,catch,clock,1,0.9214079572220726,0,f,1,same,1.1989221963276577,0,0,0,0,0.38742429811554757,0,0,6.626362890504424
18,23,female,32,165,165,right,same,valid,anti,2,0.9602674559355364,1,f,1,same,0.9359225767220778,0.5513570706432541,0,0,0,0.3874653524153473,0,0,5.627417472838715
18,23,female,33,15,15,right,same,valid,clock,2,1.193398147809603,1,f,1,same,1.0797402802336364,0.5471508498221908,0,0,0,0.3874233359056234,0,0,5.240808487463255
18,23,female,34,135,135,left,same,valid,clock,2,1.1054348195630155,1,j,0,change,1.4299927962529182,0.5432748641783721,0,0,0,0.3874525229466599,0,0,6.046133807510159
18,23,female,35,15,15,right,same,valid,anti,1,1.233451749330925,0,f,1,same,0.953440574862725,0.5393443190899005,0,0,0,0.38739062076092523,0,0,5.6963482841547375
18,23,female,36,135,135,right,same,valid,anti,1,1.4895077396977285,0,j,0,change,1.0256570131323315,0.5493977424838873,0,0,0,0.38748331367241917,0,0,5.353354360832782
18,23,female,37,105,105,left,same,valid,clock,1,0.8733705772810936,0,j,0,change,1.2553285594876797,0.5590542742441503,0,0,0,0.3874149967505218,0,0,5.585272988643737
18,23,female,38,75,75,left,same,valid,anti,1,2.9294084139510232,0,f,1,same,1.6153892043876112,0.568433844281371,0,0,0,0.3874897284067629,0,0,7.607149157328422
18,23,female,39,105,155,left,change,valid,clock,2,1.2414425839579053,1,f,0,same,1.2212987142947895,0.5776176579919996,0,0,0,0.38738709265635407,0,0,5.641076046034868
18,23,female,40,45,45,right,same,valid,anti,1,1.9453814233147568,0,f,1,same,1.0473801904017819,0.5744456318030201,0,0,0,0.3873765083444596,0,0,6.568522834209034
18,23,female,41,75,75,left,same,valid,clock,2,0.9293744158585469,1,f,1,same,0.9329717989030542,0.582740984202876,0,0,0,0.3873829230797128,0,0,5.13522580827248
18,23,female,42,15,15,left,same,valid,anti,1,1.6652874987739779,0,j,0,change,1.0182425423899986,0.5795837961133234,0,0,0,0.38743327874362876,0,0,5.56168889692799
18,23,female,43,15,65,right,change,valid,clock,1,0.8813421677059523,0,f,0,same,1.3954183401101545,0.5877057525513706,0,0,0,0.3873511701440293,0,0,5.638768024601632
18,23,female,44,105,105,left,same,valid,anti,2,2.3853741490056564,1,f,1,same,1.499540063544373,0.5958261774834678,0,0,0,0.38747369157044886,0,0,6.942045761432382
18,23,female,45,165,165,right,same,valid,clock,1,1.6092778869351605,0,f,1,same,1.4819152600757661,0.5930659490919853,0,0,0,0.387445146002392,0,0,5.774660323777425
18,23,female,46,15,15,left,same,valid,clock,2,1.5693981247159172,1,f,1,same,1.5016569258923482,0.6004674045166758,0,0,0,0.38735822635135264,0,0,6.385453370974574
18,23,female,47,75,215,left,change,catch,anti,1,1.985422516102517,0,f,0,same,0.5917367957499664,0,0,0,0,0.3874505985268115,0,0,7.405676141870572
18,23,female,48,135,85,left,change,valid,anti,1,1.5841478442325752,0,j,1,change,1.1843354110660584,0.5977052881260503,0,0,0,0.3874961431411066,0,0,6.13633780247892
18,23,female,49,105,185,left,same,catch,clock,1,2.3054824810396894,0,f,1,same,0.9455482064086027,0,0,0,0,0.3873989599142078,0,0,8.138943788324468
18,23,female,50,135,185,left,change,valid,clock,2,1.176147323355508,1,f,0,same,1.3659756714787363,0.6051000119795004,0,0,0,0.3875503476465383,0,0,5.570912643505835
18,23,female,51,105,55,right,change,valid,anti,1,0.8014476131093033,0,j,1,change,1.1504909516961561,0.6025983370074315,0,0,0,0.38746727683610516,0,0,5.512772056903486
18,23,female,52,75,75,right,same,catch,anti,1,1.0412679107403164,0,j,0,change,1.4668958009788184,0,0,0,0,0.38744803263307404,0,0,7.421963473219876
18,23,female,53,165,165,left,same,valid,clock,2,1.1364343442319296,1,f,1,same,0.9218662899938863,0.6093592881576978,0,0,0,0.3874829929354746,0,0,5.065189738220397
18,23,female,54,165,215,right,change,valid,clock,1,0.769359828751476,0,f,0,same,1.4050802130459488,0.606874477981128,0,0,0,0.38743424095446244,0,0,5.090339987336847
18,23,female,55,75,125,left,change,valid,clock,1,1.6974705419361271,0,f,0,same,1.0380188477729462,0.6137196789974297,0,0,0,0.38747401230648393,0,0,5.843610379296479
18,23,female,56,135,185,right,change,valid,clock,1,0.8011714587937604,0,f,0,same,1.3591391683039546,0.6200992359148516,0,0,0,0.38740826128014305,0,0,5.4479787492673495
18,23,female,57,135,135,left,same,valid,anti,2,0.8494420143297248,1,f,1,same,0.8089307215104782,0.62661147930584,0,0,0,0.3874393727419374,0,0,4.794305447841907
18,23,female,58,45,95,left,change,valid,clock,2,0.905501340358569,1,f,0,same,1.0662096809892319,0.624341271080989,0,0,0,0.38736528255867597,0,0,4.884028658467287
18,23,female,1,165,165,right,same,valid,anti,1,1.0467419243304903,0,f,1,same,1.4743436283406481,0.6220070581645519,0,0,0,0.3874441837924678,0,0,5.272568478892936
18,23,female,2,45,45,left,same,valid,clock,2,0.7054074927946203,1,f,1,same,0.8618772976769833,0.6279666977116701,0,0,0,0.3874021672818344,0,0,5.185514759983562
18,23,female,3,45,355,right,same,catch,clock,1,0.9454372315030923,0,j,0,change,1.634871394197944,0,0,0,0,0.38733705772756366,0,0,7.000310793880999
18,23,female,4,15,15,left,same,valid,anti,1,0.8484772382771553,0,f,1,same,1.2004742413137137,0.6258177698148546,0,0,0,0.3874637487324435,0,0,5.543660927403835
18,23,female,5,75,215,left,change,catch,anti,2,0.8894208841948057,1,f,0,same,0.8180730009598847,0,0,0,0,0.3874307128498913,0,0,6.579765297698032
18,23,female,6,15,65,left,change,valid,clock,2,1.1044639495130468,1,f,0,same,0.9130216542180278,0.6319274590004753,0,0,0,0.3873383406744324,0,0,5.323733683321734
18,23,female,7,135,185,left,change,valid,clock,2,0.969460732524567,1,f,0,same,1.5631213071173988,0.6297369144204976,0,0,0,0.3874028087557235,0,0,5.666827997236396
18,23,female,8,135,85,left,change,valid,anti,2,1.3294318918779027,1,f,0,same,1.625034719750147,0.6276619353164059,0,0,0,0.3874473911600944,0,0,6.29065738839472
18,23,female,9,135,135,left,same,valid,anti,3,0.9453708390028623,1,f,1,same,1.2672849829141342,0.6257044519728899,0,0,0,0.3874191663280726,0,0,5.650714505190081
18,23,female,10,75,125,right,change,valid,clock,1,1.2254067101976034,0,j,1,change,0.9121258365612448,0.6238288080843497,0,0,0,0.3874265432723405,0,0,5.458129104227737
18,23,female,11,45,45,left,same,catch,clock,1,1.4893974062661073,0,f,1,same,1.1339297111899214,0,0,0,0,0.38740986496395635,0,0,6.891725698259506
18,23,female,12,165,165,left,same,valid,anti,1,0.7521484549151864,0,f,1,same,1.0900083455699132,0.6289040779177496,0,0,0,0.3875333486003001,0,0,4.780313949930132
18,23,female,13,45,355,right,change,valid,anti,1,1.4014690383219204,0,f,0,same,0.7323660555348397,0.6342256317881361,0,0,0,0.38738324381483835,0,0,5.485330464664912
18,23,female,14,105,155,left,change,valid,clock,1,1.1134628596500988,0,f,0,same,1.243434358984814,0.6392170028814808,0,0,0,0.38742301516867883,0,0,5.432102281656626
18,23,female,15,75,75,right,same,valid,anti,1,1.1934058454908154,0,j,0,change,1.3856365116416782,0.6444481618073887,0,0,0,0.38742526032547175,0,0,6.209794850379694
